knob_name,type,description,DBMS,cluster
group_replication_local_address,String,The `group_replication_local_address` MySQL configuration parameter specifies the IP address and port number the Group Replication plugin uses to listen for incoming connections on the local instance. This parameter is utilized within MySQL Group Replication to define the network interface for communication among group members. It is available in MySQL 5.7.22 and later versions.,MySQL,0
group_replication_member_expel_timeout,Integer,The `group_replication_member_expel_timeout` parameter in MySQL is used to specify the maximum time in milliseconds before a member is forcibly expelled from the group if it fails to perform specified tasks within the defined timeout period. This parameter helps in managing the behavior of the group replication system when a member becomes unresponsive or fails to meet the expected performance requirements. The `group_replication_member_expel_timeout` parameter is available in MySQL Group Replication starting from version 5.7.17.,MySQL,0
group_replication_member_weight,Integer,"The MySQL configuration parameter `group_replication_member_weight` is used to assign a weight value to a member of a group replication set. This weight value influences the member's likelihood of being selected as the primary failover candidate. By adjusting the weight values, administrators can control the priority of individual group members within the replication group. This parameter is available starting from MySQL 8.0.19.",MySQL,0
group_replication_message_cache_size,Integer,"The `group_replication_message_cache_size` MySQL configuration parameter determines the total size allocated for the replication message cache, which stores messages sent among group members in a group replication setup. The cache helps improve performance by reducing disk I/O operations related to message transmission. This parameter is specific to MySQL Group Replication and is available in MySQL 5.7.17 and later versions.",MySQL,0
group_replication_paxos_single_leader,Boolean,"The `group_replication_paxos_single_leader` MySQL configuration parameter is used in MySQL Group Replication to enable the single primary mode of the PAXOS protocol. This parameter determines whether the Group Replication plugin should enforce the single-leader constraint in the group communication process. It is relevant for MySQL versions supporting Group Replication, such as MySQL 5.7 and newer.",MySQL,0
group_replication_poll_spin_loops,Integer,The `group_replication_poll_spin_loops` parameter in MySQL controls the number of times Group Replication will poll while spinning in case of pending work. This parameter helps in managing the efficiency of group replication communication by determining the number of spinning loops performed during polling. It is available starting from MySQL 8.0.1.,MySQL,0
group_replication_preemptive_garbage_collection,Boolean,The `group_replication_preemptive_garbage_collection` parameter in MySQL configures whether the group replication plugin will use preemptive garbage collection. Preemptive garbage collection aims to free up resources by assisting in the disposal of messages that are no longer needed. This parameter is available starting from MySQL 8.0.20 and is not deprecated as of the latest MySQL version.,MySQL,0
group_replication_preemptive_garbage_collection_rows_threshold,Integer,"**Parameter: group_replication_preemptive_garbage_collection_rows_threshold**

- **Role and Purpose**: This parameter in MySQL Group Replication defines the threshold for the number of rows to trigger preemptive garbage collection. When the number of rows processed exceeds this threshold, the server preemptively triggers garbage collection to remove unused data. Setting an appropriate value for this parameter can help optimize server performance and avoid excessive resource consumption.

Please note that this parameter is specific to MySQL Group Replication and may not be applicable to other MySQL configurations.",MySQL,0
group_replication_recovery_compression_algorithms,Set,The `group_replication_recovery_compression_algorithms` MySQL configuration parameter controls the compression algorithms allowed for group replication recovery. This parameter specifies the list of algorithms supported for use during replication data recovery in a group replication environment. Ensure to set this parameter to the desired compression algorithms to be used during the recovery process. This parameter is available in MySQL 8.0 and later versions.,MySQL,0
group_replication_recovery_get_public_key,Boolean,The `group_replication_recovery_get_public_key` parameter in MySQL is used to specify whether the Group Replication plugin should fetch the public key from the Group Replication recovery channel. Setting this parameter to ON enables the server to retrieve the public key for validation purposes during the recovery process in a group replication setup. This parameter is available in MySQL 8.0 and newer versions.,MySQL,0
group_replication_recovery_public_key_path,File name,The `group_replication_recovery_public_key_path` configuration parameter in MySQL is used to define the file path where the public key required for group replication recovery is stored. This public key is used in the group replication plugin to authenticate the group members during recovery operations. This parameter is applicable in MySQL Group Replication feature starting from MySQL version 5.7.22.,MySQL,0
group_replication_recovery_reconnect_interval,Integer,"The MySQL configuration parameter `group_replication_recovery_reconnect_interval` specifies the interval in milliseconds between attempts to reconnect to a failed donor server during Group Replication recovery. This parameter is applicable in MySQL Group Replication setups to control the frequency of reconnection attempts to the donor server after a failure. The default value for this parameter is 60,000 milliseconds (1 minute).",MySQL,0
group_replication_recovery_retry_count,Integer,"The `group_replication_recovery_retry_count` MySQL configuration parameter specifies the maximum number of soft retries allowed during the recovery process in a Group Replication setup. Soft retries occur when the recovery process encounters an error, but the error is deemed temporary and can potentially be resolved by retrying the operation. This parameter helps control the behavior of recovery retries in Group Replication deployments.",MySQL,0
group_replication_recovery_ssl_ca,String,The `group_replication_recovery_ssl_ca` parameter in MySQL configures the path to the Certificate Authority (CA) file used for Group Replication recovery over SSL. This parameter specifies the location of the CA certificate that verifies the authenticity of the SSL certificates used during recovery. It is applicable for MySQL 8.0 and later versions.,MySQL,0
group_replication_recovery_ssl_capath,String,"The `group_replication_recovery_ssl_capath` parameter in MySQL is used to specify the path to the directory containing trusted SSL certificates for Group Replication recovery connections. These certificates are needed to establish secure SSL connections during the recovery process in a Group Replication setup, ensuring data integrity and confidentiality. This parameter is applicable for MySQL Server version 5.7.22 and later.",MySQL,0
group_replication_recovery_ssl_cert,String,"The `group_replication_recovery_ssl_cert` MySQL configuration parameter specifies the path to the X.509 certificate file required for enabling secure communication during the recovery process in a Group Replication setup. This parameter is relevant for MySQL versions supporting Group Replication, such as MySQL 5.7. Note that improper configuration of this parameter can lead to SSL communication issues during recovery operations.",MySQL,0
group_replication_recovery_ssl_cipher,String,The `group_replication_recovery_ssl_cipher` parameter in MySQL configures the permitted SSL cipher suites for secure replication recovery connections in a Group Replication setup. This parameter allows administrators to specify the specific SSL ciphers that can be used for securing the recovery connections within a group replication environment. It is available from MySQL 8.0.16 and onwards.,MySQL,0
group_replication_recovery_ssl_crl,File name,The `group_replication_recovery_ssl_crl` parameter in MySQL is used to specify the location of the Certificate Revocation List (CRL) file for validating SSL connections during Group Replication recovery operations. This parameter helps ensure secure communication by checking the security certificates against the CRL. It is applicable to MySQL 5.7.22 and later versions.,MySQL,0
group_replication_recovery_ssl_crlpath,Directory name,"The `group_replication_recovery_ssl_crlpath` parameter in MySQL is used to specify the file path for the Certificate Revocation List (CRL) necessary for Group Replication recovery when using SSL connections. This parameter is relevant when configuring Group Replication in MySQL to ensure secure communication and proper validation of certificates during the recovery process. The CRL path provided should point to the location where the CRL file is stored on the server's filesystem.
",MySQL,0
group_replication_recovery_ssl_key,String,The `group_replication_recovery_ssl_key` parameter in MySQL is used to specify the path to the X.509 private key file required for SSL connections during Group Replication recovery operations. This key is utilized when the Group Replication plugin is configured to use SSL for communication. The parameter should point to the location of the private key file on the server.,MySQL,0
group_replication_recovery_ssl_verify_server_cert,Boolean,"The group_replication_recovery_ssl_verify_server_cert parameter in MySQL is used to enable or disable the verification of the server certificate during Group Replication recovery operations. When set to ON, MySQL will verify the server certificate when connecting. It is available in MySQL 8.0.14 and later versions.",MySQL,0
group_replication_recovery_tls_ciphersuites,String,"The MySQL configuration parameter ""group_replication_recovery_tls_ciphersuites"" specifies the ciphersuites that can be used for Transport Layer Security (TLS) encryption during Group Replication recovery operations. It enables administrators to define a specific set of ciphersuites to ensure secure communication within the Group Replication setup. This parameter is available in MySQL 5.7.22 and later versions.",MySQL,0
group_replication_recovery_tls_version,String,The `group_replication_recovery_tls_version` parameter in MySQL is used to specify the TLS version that Group Replication members use for communication during recovery. It controls the transport layer security protocol version used for encrypted communication between Group Replication members when recovering data. This parameter is available in MySQL 8.0 and later versions.,MySQL,0
group_replication_recovery_use_ssl,Boolean,"The `group_replication_recovery_use_ssl` MySQL configuration parameter determines whether Group Replication recovery communication uses SSL/TLS encryption for secure data transmission. When enabled, it ensures that recovery connections are established securely over an SSL/TLS encrypted channel. This parameter is available starting from MySQL 8.0.16 and is not deprecated.",MySQL,0
group_replication_recovery_zstd_compression_level,Integer,The `group_replication_recovery_zstd_compression_level` parameter in MySQL is used to specify the compression level used for Zstandard (Zstd) compression during Group Replication recovery processes. This parameter determines the trade-off between compression ratio and speed during recovery. This feature is available starting from MySQL 8.0.26 for enhancing recovery performance in Group Replication setups utilizing Zstd compression.,MySQL,0
group_replication_single_primary_mode,Boolean,"The `group_replication_single_primary_mode` configuration parameter in MySQL is used to define the behavior of a Group Replication group by specifying whether it should operate in single-primary mode. In single-primary mode, only one member in the group serves as the primary node for write operations, while the rest act as secondary nodes for read-only operations. This parameter helps control the primary failover behavior in a MySQL Group Replication setup.",MySQL,0
group_replication_ssl_mode,Enumeration,"The `group_replication_ssl_mode` parameter in MySQL determines the SSL mode used for secure connections within the Group Replication plugin. It can be set to values such as ""DISABLED"", ""REQUIRED"", or ""VERIFY_CA"" to specify the level of SSL security required for communications between group members. This parameter is available in MySQL 5.7.22 and later versions.",MySQL,0
group_replication_start_on_boot,Boolean,"The `group_replication_start_on_boot` MySQL configuration parameter determines whether group replication should start automatically when the server boots up. If set to true, group replication will automatically start when the MySQL server starts. This parameter is applicable to MySQL Group Replication feature and available in MySQL 5.7 and later versions.",MySQL,0
group_replication_tls_source,Enumeration,The `group_replication_tls_source` MySQL configuration parameter specifies the certificate and key files for encrypting replication channels within the InnoDB cluster environment. It enables Transport Layer Security (TLS) encryption for secure communication between group members during group replication. This parameter is available starting from MySQL version 8.0.14.,MySQL,0
group_replication_transaction_size_limit,Integer,"The `group_replication_transaction_size_limit` parameter in MySQL configures the maximum size, in bytes, of transactions executed by group replication group members. This parameter helps to control the size of transactions that can be sent between group members, potentially preventing issues related to large transaction sizes within a group replication setup. This parameter is available in MySQL 8.0 and later versions.",MySQL,0
group_replication_unreachable_majority_timeout,Integer,"The `group_replication_unreachable_majority_timeout` parameter in MySQL specifies the timeout period, in milliseconds, for a member of a group replication group to wait for the group to reach a majority. If the group does not reach a majority within this timeframe, the member considers itself as being in a non-operational state. This parameter is applicable in MySQL Group Replication and can help manage the behavior of group members when a majority cannot be reached.",MySQL,0
group_replication_view_change_uuid,String,The `group_replication_view_change_uuid` MySQL configuration parameter is used to specify the UUID associated with a group replication view change. This parameter helps in managing the view and ensuring consistency within a group replication environment. It is relevant for MySQL server versions supporting Group Replication feature.,MySQL,0
gtid_executed_compression_period,Integer,"The `gtid_executed_compression_period` parameter in MySQL specifies the interval for purging GTID sets that are no longer needed from the `GTID_EXECUTED` table. When set, GTIDs older than the defined period are removed to prevent the table from growing indefinitely. This parameter helps manage the storage usage of GTID execution information in a MySQL replication setup.",MySQL,0
gtid_mode,Enumeration,"The `gtid_mode` MySQL configuration parameter specifies the GTID (Global Transaction Identifier) mode for replication. GTID mode controls how GTID information is used and logged for replication purposes. The possible values for `gtid_mode` are OFF, ON, OWN_GTID, and OFF_PERMISSIVE, providing flexibility in managing replication setups with UUID-based transactions.",MySQL,0
gtid_next,Enumeration,"The `gtid_next` parameter in MySQL is used to specify the next GTID (Global Transaction ID) to be assigned when a transaction is executed. It allows for manual control over the assignment of GTIDs, which uniquely identify transactions across a group of databases. This parameter is supported in MySQL 5.6.9 and later versions.",MySQL,0
gtid_purged,String,"The `gtid_purged` MySQL configuration parameter specifies the set of GTIDs that have been purged. GTID stands for Global Transaction ID, used for tracking transactions on a global scale in a replication setup. This parameter allows administrators to manage and track the GTIDs that have been removed from the server's binary log. It is typically used in replication environments to ensure consistency across multiple servers.",MySQL,0
histogram_generation_max_mem_size,Integer,The `histogram_generation_max_mem_size` MySQL configuration parameter specifies the maximum memory size (in bytes) allowed for generating histograms during the query optimization process. Histograms are used to estimate the distribution of column values and assist the query optimizer in selecting efficient execution plans. This parameter helps control the memory usage related to histogram generation to prevent excessive memory consumption during query optimization tasks.,MySQL,0
host_cache_size,Integer,"The `host_cache_size` MySQL configuration parameter specifies the size in bytes of the cache used for hostname-to-IP address resolution. This cache helps reduce DNS lookups, improving performance by storing resolved hostnames. The default value is 128 bytes, and increasing it may be beneficial in certain scenarios with high DNS resolution usage.",MySQL,0
identity,Integer,"I'm sorry, but ""identity"" is not a standard MySQL configuration parameter. If you have another parameter in mind or need assistance with a different MySQL configuration setting, please let me know, and I'll be happy to help clarify its role and purpose.",MySQL,0
immediate_server_version,Integer,"The `immediate_server_version` MySQL configuration parameter specifies the version of the MySQL server, which is immediately available to new client connections. It sets the server version that clients see on connection establishment. This parameter is available starting from MySQL 8.0.22.",MySQL,0
information_schema_stats_expiry,Integer,"The MySQL configuration parameter information_schema_stats_expiry determines the period of time, in seconds, before which statistical information managed by the Information Schema is considered stale and can be automatically purged. This parameter regulates the frequency at which outdated statistics are removed from memory, helping to ensure the Information Schema stays up-to-date and maintains optimal performance. The default value for information_schema_stats_expiry is 86400 seconds (24 hours).",MySQL,0
init_connect,String,"Parameter Name: init_connect

Description:
The init_connect parameter in MySQL allows users to define a SQL statement that is executed for each new connection once the authentication process is successfully completed. This parameter can be used to automatically set certain global or session-level variables, execute custom procedures, or apply specific configurations upon connection establishment. The SQL statement defined in init_connect is applied to all connection types, including those initiated by clients connecting via the network, Unix socket, or named pipe.

(Note: This parameter is applicable to MySQL 5.6 and newer versions.)",MySQL,0
init_replica,String,"The `init_replica` MySQL configuration parameter is not a standard or officially recognized server variable in MySQL. If you are looking for ways to configure a MySQL replica, you may consider using the official `CHANGE MASTER TO` command to initialize a replica with specific replication settings from a master server. For further information, refer to the official MySQL documentation on setting up replication.",MySQL,0
init_slave,String,The `init_slave` configuration parameter in MySQL is used to specify the location and filename of a user-initiated replication thread file. This file is utilized during the replication process to mark the current binary log file and position from which replication should begin. It allows users to manually set the replication starting point in scenarios where the replication process needs to be reinitialized or restarted from a specific point.,MySQL,0
innodb_adaptive_flushing,Boolean,"The `innodb_adaptive_flushing` parameter in MySQL controls the adaptive flushing mechanism in the InnoDB storage engine. When enabled (set to 1), InnoDB adjusts the frequency of dirty page flushing based on the workload pattern to improve I/O performance. This parameter is available in MySQL 5.7 and later versions.",MySQL,0
innodb_adaptive_flushing_lwm,Integer,"The `innodb_adaptive_flushing_lwm` parameter in MySQL controls the threshold at which the InnoDB buffer pool starts adaptive flushing. It specifies the low-water mark percentage of dirty pages in the buffer pool, triggering InnoDB to adapt its flushing strategy accordingly. This parameter helps optimize the balance between write efficiency and IO performance in the InnoDB storage engine.",MySQL,0
innodb_adaptive_hash_index,Boolean,"The `innodb_adaptive_hash_index` configuration parameter in MySQL controls the usage of the InnoDB adaptive hash index feature. When enabled, the adaptive hash index dynamically adjusts the number of hash index entries based on access patterns of InnoDB tables. This can improve query performance by reducing disk I/O operations for frequently accessed table data. It is available in MySQL 5.7 and later versions.",MySQL,0
innodb_adaptive_max_sleep_delay,Integer,The `innodb_adaptive_max_sleep_delay` parameter in MySQL is used to control the maximum length of time in milliseconds that InnoDB waits before checking if it should lower its background activity. This setting helps in adjusting the rate at which the InnoDB background thread can reduce its activity when the system is busy. This parameter is available in MySQL 8.0 and later versions.,MySQL,0
innodb_autoextend_increment,Integer,The `innodb_autoextend_increment` parameter in MySQL determines the size increase of the InnoDB tablespace when it needs to auto-extend. This parameter specifies the number of bytes by which the tablespace will grow when it requires additional space. The default value for `innodb_autoextend_increment` is 64MB.,MySQL,0
innodb_background_drop_list_empty,Boolean,"The `innodb_background_drop_list_empty` parameter in MySQL controls whether the InnoDB background drop list is emptied to help optimize the InnoDB buffer pool. When enabled, it triggers the background drop list to discard old modified pages from the InnoDB buffer pool. This parameter is available starting from MySQL version 5.7.5.",MySQL,0
innodb_buffer_pool_dump_at_shutdown,Boolean,"The `innodb_buffer_pool_dump_at_shutdown` parameter in MySQL controls whether the buffer pool contents are saved to a file on a clean shutdown. When enabled, this feature allows you to dump the buffer pool state for later inspection or restoration. This parameter is available starting from MySQL version 5.6.6+.",MySQL,0
innodb_buffer_pool_dump_now,Boolean,The `innodb_buffer_pool_dump_now` MySQL configuration parameter triggers an immediate dump of the InnoDB buffer pool. This operation saves the current contents of the buffer pool's data and index pages to the specified dump file. This parameter is available as of MySQL 5.6.6.,MySQL,0
innodb_buffer_pool_dump_pct,Integer,The innodb_buffer_pool_dump_pct parameter in MySQL determines the percentage of the InnoDB buffer pool that triggers a dump of its contents to the tablespace data file when the server shuts down normally. This helps in saving the current state of the buffer pool for faster warm-up during the next server start. This parameter is available in MySQL 5.7 and later versions.,MySQL,0
innodb_buffer_pool_filename,File name,The `innodb_buffer_pool_filename` configuration parameter in MySQL allows specifying the path to a file where the InnoDB buffer pool should be persisted on disk for recovery purposes. This file stores the contents of the buffer pool to speed up the warm-up process when starting the MySQL server. This parameter is available starting from MySQL 8.0.15.,MySQL,0
innodb_buffer_pool_in_core_file,Boolean,"The ""innodb_buffer_pool_in_core_file"" parameter in MySQL specifies whether the InnoDB buffer pool should be included in a core file during a program crash for troubleshooting purposes. When set to 1, the buffer pool contents are included in the core file. This parameter is available in MySQL 5.7 and later versions.",MySQL,0
innodb_buffer_pool_load_abort,Boolean,"The `innodb_buffer_pool_load_abort` parameter in MySQL controls whether InnoDB should attempt to abort the load of the buffer pool during startup if it encounters an issue. When set to 1 (true), InnoDB will abort the load if it is unable to load the buffer pool completely, preventing the server from starting. This parameter is available in MySQL 5.7.5 and later versions.",MySQL,0
innodb_buffer_pool_load_now,Boolean,The MySQL configuration parameter 'innodb_buffer_pool_load_now' does not exist in the official MySQL documentation. It is important to verify the correctness of the parameter name and ensure accurate configuration settings in compliance with the MySQL documentation.,MySQL,0
innodb_buffer_pool_size,Integer,"The `innodb_buffer_pool_size` parameter in MySQL configures the size of the InnoDB buffer pool, which is a memory area where InnoDB caches table and index data. Setting an appropriate value for this parameter is crucial for optimizing database performance, as it directly impacts the efficiency of data retrieval and manipulation operations by reducing disk I/O. It is recommended to allocate a significant portion of available memory to the buffer pool to improve overall database performance.",MySQL,0
innodb_change_buffer_max_size,Integer,The `innodb_change_buffer_max_size` parameter in MySQL determines the maximum size of the change buffer that InnoDB can use to cache changes to secondary index pages before writing them out to disk. This buffer is part of InnoDB's buffer pool and helps improve write performance by reducing random I/O. It is available in MySQL 5.5.3 and later versions.,MySQL,0
innodb_change_buffering,Enumeration,"The `innodb_change_buffering` parameter in MySQL controls the buffering strategy for changes made to secondary indexes. When enabled, it buffers changes for secondary indexes in a special structure for efficiency. This feature is available in MySQL 5.7 and later versions.",MySQL,0
innodb_change_buffering_debug,Integer,"The ""innodb_change_buffering_debug"" parameter in MySQL controls the level of detail in the debugging output related to the change buffering mechanism in the InnoDB storage engine. It is used for troubleshooting and performance tuning purposes. This parameter is not deprecated and is available in MySQL versions where the InnoDB storage engine is supported.",MySQL,0
innodb_checkpoint_disabled,Boolean,"The MySQL configuration parameter innodb_checkpoint_disabled is used to enable or disable the InnoDB checkpoint mechanism, which is responsible for flushing dirty pages from the buffer pool to the data files. When set to 1, the checkpoint mechanism is disabled, which can potentially impact the write performance but is sometimes required for certain testing scenarios or advanced troubleshooting. This parameter is available in MySQL 8.0 and later versions.",MySQL,0
innodb_checksum_algorithm,Enumeration,"The `innodb_checksum_algorithm` parameter in MySQL specifies the algorithm used for calculating page checksums in InnoDB tables. The checksums are used to verify data integrity and prevent corruption. The supported algorithms include `innodb`, `strict_innodb`, and `none`, where `innodb` is the default option. This parameter is available in MySQL versions 5.7.17 and later.",MySQL,0
innodb_cmp_per_index_enabled,Boolean,"The `innodb_cmp_per_index_enabled` MySQL configuration parameter determines whether InnoDB uses separate compressed copies of index pages in the buffer pool. When enabled, each index page is compressed individually, potentially saving space but also increasing CPU overhead. This parameter is available in MySQL 5.7.7 and later versions.",MySQL,0
innodb_commit_concurrency,Integer,"The `innodb_commit_concurrency` parameter in MySQL configures the number of threads allowed to execute concurrently during InnoDB transactions commit phase. This parameter can help optimize performance by allowing multiple transactions to commit simultaneously. The default value is zero, which lets InnoDB automatically determine the level of concurrency based on the server's capabilities. This parameter is available in MySQL 5.7 and later versions.",MySQL,0
innodb_compress_debug,Enumeration,The `innodb_compress_debug` parameter in MySQL specifies the level of verbosity for InnoDB compression debug output. It is primarily used for troubleshooting and debugging purposes related to InnoDB table compression tasks. The parameter is available in MySQL version 5.7 and later.,MySQL,0
innodb_compression_failure_threshold_pct,Integer,"The `innodb_compression_failure_threshold_pct` parameter in MySQL specifies the percentage of compressed pages for which compression failure triggers. When the threshold is surpassed, InnoDB stops compressing pages until the number of pages drops below the threshold. The valid range for this parameter is 0 to 100.",MySQL,0
innodb_compression_level,Integer,"The `innodb_compression_level` parameter in MySQL controls the compression level for InnoDB table data. The value of this parameter ranges from 0 to 9, with higher values indicating stronger compression. Lower values result in faster compression but less reduction in storage size, while higher values lead to more compression at the cost of increased CPU usage during compression and decompression. This parameter is available in MySQL 5.7 and later versions.",MySQL,0
innodb_compression_pad_pct_max,Integer,"The `innodb_compression_pad_pct_max` MySQL configuration parameter sets the maximum percentage of extra space added during page compression padding for the InnoDB storage engine. This padding helps to prevent page splits, thereby improving performance by reducing disk I/O. This parameter is available in MySQL 5.7 and later versions.",MySQL,0
innodb_concurrency_tickets,Integer,"The `innodb_concurrency_tickets` parameter in MySQL determines the number of ""tickets"" a thread receives to acquire various InnoDB locks. Each ticket represents a chance for a thread to attempt to acquire an InnoDB lock, which helps manage concurrency control. This parameter is available starting from MySQL 5.7 and can be adjusted to fine-tune the concurrency behavior in InnoDB.",MySQL,0
innodb_ddl_buffer_size,Integer,"The `innodb_ddl_buffer_size` parameter in MySQL determines the size of the buffer used for Data Definition Language (DDL) statements within the InnoDB storage engine. This buffer stores DDL statements for efficient execution, reducing the time spent on parsing and optimization. It is available in MySQL 5.6.18 and later versions.",MySQL,0
innodb_ddl_log_crash_reset_debug,Boolean,The `innodb_ddl_log_crash_reset_debug` parameter is used in MySQL to enable additional debugging information related to InnoDB crash recovery process after a DDL (Data Definition Language) operation. This debug option can assist in troubleshooting and understanding the behavior of InnoDB crash recovery specifically after DDL statements. It is not a parameter commonly used in standard MySQL configurations and is typically utilized for diagnostic purposes in debugging scenarios.,MySQL,0
innodb_ddl_threads,Integer,The `innodb_ddl_threads` configuration parameter in MySQL specifies the number of background threads to use for InnoDB Data Definition Language (DDL) operations like adding or dropping indexes. Increasing the value of `innodb_ddl_threads` can potentially improve the performance of DDL operations in busy databases with concurrent transactions. This parameter is available in MySQL 5.7 and later versions.,MySQL,0
innodb_deadlock_detect,Boolean,"The MySQL configuration parameter `innodb_deadlock_detect` determines whether InnoDB automatically detects deadlocks involving transactions. When enabled, InnoDB detects deadlocks and rolls back transactions involved in the deadlock. This parameter is available in MySQL 5.1 and later versions and is not deprecated.",MySQL,0
innodb_default_row_format,Enumeration,"The `innodb_default_row_format` parameter in MySQL specifies the default row format for InnoDB tables when no specific format is specified during table creation. The row format determines how data is stored and organized within InnoDB tables, affecting storage requirements and performance characteristics. This parameter allows administrators to set a consistent default row format across the database to optimize storage efficiency and query performance.",MySQL,0
innodb_disable_sort_file_cache,Boolean,"The `innodb_disable_sort_file_cache` parameter in MySQL is used to control whether InnoDB should avoid using the sort file cache for table scans involving sorting operations. When this parameter is enabled, InnoDB will bypass the cache and directly create temporary sort files on disk. This option can help optimize performance in scenarios where the sort file cache is not beneficial.",MySQL,0
innodb_doublewrite,Enumeration,"The `innodb_doublewrite` parameter in MySQL controls the usage of a doublewrite buffer to improve data consistency and integrity during crash recovery. When enabled, InnoDB first writes data pages to the doublewrite buffer before writing them to the actual data files, reducing the risk of corruption in case of an abrupt shutdown. This parameter is not deprecated and is supported across various MySQL versions.",MySQL,0
innodb_extend_and_initialize,Boolean,"Parameter: innodb_extend_and_initialize

Description:
The innodb_extend_and_initialize configuration parameter in MySQL controls whether InnoDB should automatically extend the shared tablespace file when it runs out of space. When enabled, InnoDB will automatically extend the shared tablespace as needed. This parameter is available starting from MySQL 8.0.23.",MySQL,0
innodb_fast_shutdown,Integer,"The `innodb_fast_shutdown` parameter in MySQL controls the behavior of the shutdown process for InnoDB storage engine. When enabled, it allows InnoDB to perform a fast shutdown by skipping a portion of the normal shutdown process, which can help reduce the shutdown time. It should be used with caution to ensure data integrity, especially in critical production environments. This parameter is available in MySQL versions supporting the InnoDB storage engine.  ",MySQL,0
innodb_fil_make_page_dirty_debug,Integer,"The MySQL configuration parameter `innodb_fil_make_page_dirty_debug` is not a valid parameter in MySQL. It seems to be a typo or non-existent parameter. Please double-check the spelling and verify the correctness of the parameter name you are looking for. If you have any other specific MySQL parameters you would like to know about, feel free to ask for further assistance.",MySQL,0
innodb_file_per_table,Boolean,"The `innodb_file_per_table` configuration parameter in MySQL determines whether InnoDB tables are stored in their own individual tablespace files or within the shared system tablespace. When set to `ON`, each InnoDB table will have its own `.ibd` file, facilitating easier isolation and management of table storage. This parameter is available in MySQL versions 5.6 and later.",MySQL,0
innodb_fill_factor,Integer,"The `innodb_fill_factor` parameter is not a standard MySQL configuration option. It is not documented in the official MySQL documentation for any version. Therefore, no specific description or guidance can be provided for this parameter within the context of MySQL server configuration.",MySQL,0
innodb_flush_log_at_timeout,Integer,"The `innodb_flush_log_at_timeout` configuration parameter in MySQL specifies the timeout in milliseconds for the InnoDB redo log buffer flush activity. When the timeout value is reached, InnoDB will flush the redo log buffer, ensuring that changes are consistently written to disk. This parameter helps regulate the frequency of log buffer flushing to maintain data durability and performance.",MySQL,0
innodb_flush_log_at_trx_commit,Enumeration,"The innodb_flush_log_at_trx_commit parameter in MySQL determines the logging behavior of InnoDB for transaction commits. It controls when InnoDB flushes the transaction log to disk, affecting data durability and performance. Possible values for this parameter include 0, 1, and 2, providing different levels of durability guarantees.",MySQL,0
innodb_flush_neighbors,Enumeration,"The innodb_flush_neighbors MySQL configuration parameter specifies the number of contiguous pages that InnoDB flushes during a flush operation. This parameter helps optimize disk I/O operations by grouping adjacent pages together, improving the efficiency of writing operations. It is available in MySQL 5.6 and higher versions.",MySQL,0
innodb_flush_sync,Boolean,The `innodb_flush_sync` parameter in MySQL dictates the behavior of InnoDB flushing operations by controlling the synchronization level to ensure data integrity. This parameter determines how aggressively InnoDB flushes dirty pages to disk within a transaction commit. It is a dynamic parameter that can be adjusted at runtime without restarting the MySQL server.,MySQL,0
innodb_flushing_avg_loops,Integer,The `innodb_flushing_avg_loops` parameter in MySQL controls the number of steps for calculating the average number of times an InnoDB page is flushed during the flushing process. This value influences the aggressiveness of the InnoDB buffer pool flushing mechanism. Adjusting this parameter may impact the balance between write performance and flushing overhead. This parameter is available in MySQL 5.7 and later versions.,MySQL,0
innodb_fsync_threshold,Integer,"The `innodb_fsync_threshold` parameter in MySQL determines the number of log write requests that must accumulate before fsync is called to flush the logs to disk. This parameter helps control the frequency of fsync operations, impacting the balance between write performance and data durability in the InnoDB storage engine. It is available in MySQL 5.7 and later versions.",MySQL,0
innodb_ft_aux_table,String,The `innodb_ft_aux_table` is a MySQL configuration parameter related to the InnoDB full-text search feature. It specifies the table where InnoDB stores auxiliary information for full-text search operations. This parameter is not deprecated and is available in MySQL 5.6 and later versions.,MySQL,0
innodb_ft_enable_diag_print,Boolean,"The `innodb_ft_enable_diag_print` option in MySQL controls whether InnoDB prints diagnostic information to the error log regarding full-text search index maintenance operations. When enabled, this parameter can help provide additional insights into the performance of full-text search indexes in InnoDB tables. This option is available in MySQL 8.0 and later versions.",MySQL,0
innodb_ft_enable_stopword,Boolean,"The `innodb_ft_enable_stopword` parameter in MySQL determines whether to enable or disable the use of stopword lists for InnoDB full-text search operations. When set to 1, stopword lists are enabled, and common words such as 'the', 'and', and 'or' are excluded from full-text index searches. To disable stopword lists, the parameter should be set to 0. This parameter is relevant for MySQL versions that support InnoDB full-text search functionality.",MySQL,0
innodb_ft_num_word_optimize,Integer,"The MySQL configuration parameter ""innodb_ft_num_word_optimize"" specifies the number of search terms that will trigger auto optimization of full-text search queries in InnoDB. This parameter is relevant for MySQL version 8.0.12 and later. Setting it to a higher value may reduce full-text search query optimization overhead but may also result in more aggressive query optimization.",MySQL,0
innodb_ft_result_cache_limit,Integer,The `innodb_ft_result_cache_limit` configuration parameter in MySQL defines the maximum size of the search result cache used by InnoDB full-text search queries. This cache stores full-text search query results to improve performance by reducing disk I/O operations. The default value for this parameter is 2000000 (2 million) bytes.,MySQL,0
