knob_name,type,description
wal_writer_flush_after,integer,"Specifies how often the WAL writer flushes WAL, in volume terms. If the last flush happened less thanwal_writer_delayago and less thanwal_writer_flush_afterworth of WAL has been produced since, then WAL is only written to the operating system, not flushed to disk. Ifwal_writer_flush_afteris set to0then WAL data is always flushed immediately. If this value is specified without units, it is taken as WAL blocks, that isXLOG_BLCKSZbytes, typically 8kB. The default is1MB. This parameter can only be set in thepostgresql.conffile or on the server command line."
wal_skip_threshold,integer,"Whenwal_levelisminimaland a transaction commits after creating or rewriting a permanent relation, this setting determines how to persist the new data. If the data is smaller than this setting, write it to the WAL log; otherwise, use an fsync of affected files. Depending on the properties of your storage, raising or lowering this value might help if such commits are slowing concurrent transactions. If this value is specified without units, it is taken as kilobytes. The default is two megabytes (2MB)."
commit_delay,integer,"Settingcommit_delayadds a time delay before a WAL flush is initiated. This can improve group commit throughput by allowing a larger number of transactions to commit via a single WAL flush, if system load is high enough that additional transactions become ready to commit within the given interval. However, it also increases latency by up to thecommit_delayfor each WAL flush. Because the delay is just wasted if no other transactions become ready to commit, a delay is only performed if at leastcommit_siblingsother transactions are active when a flush is about to be initiated. Also, no delays are performed iffsyncis disabled. If this value is specified without units, it is taken as microseconds. The defaultcommit_delayis zero (no delay). Only superusers and users with the appropriateSETprivilege can change this setting.InPostgreSQLreleases prior to 9.3,commit_delaybehaved differently and was much less effective: it affected only commits, rather than all WAL flushes, and waited for the entire configured delay even if the WAL flush was completed sooner. Beginning inPostgreSQL9.3, the first process that becomes ready to flush waits for the configured interval, while subsequent processes wait only until the leader completes the flush operation."
commit_siblings,integer,Minimum number of concurrent open transactions to require before performing thecommit_delaydelay. A larger value makes it more probable that at least one other transaction will become ready to commit during the delay interval. The default is five transactions.
checkpoint_timeout,integer,"Maximum time between automatic WAL checkpoints. If this value is specified without units, it is taken as seconds. The valid range is between 30 seconds and one day. The default is five minutes (5min). Increasing this parameter can increase the amount of time needed for crash recovery. This parameter can only be set in thepostgresql.conffile or on the server command line."
checkpoint_completion_target,floating point,"Specifies the target of checkpoint completion, as a fraction of total time between checkpoints. The default is 0.9, which spreads the checkpoint across almost all of the available interval, providing fairly consistent I/O load while also leaving some time for checkpoint completion overhead. Reducing this parameter is not recommended because it causes the checkpoint to complete faster. This results in a higher rate of I/O during the checkpoint followed by a period of less I/O between the checkpoint completion and the next scheduled checkpoint. This parameter can only be set in thepostgresql.conffile or on the server command line."
checkpoint_flush_after,integer,"Whenever more than this amount of data has been written while performing a checkpoint, attempt to force the OS to issue these writes to the underlying storage. Doing so will limit the amount of dirty data in the kernel's page cache, reducing the likelihood of stalls when anfsyncis issued at the end of the checkpoint, or when the OS writes data back in larger batches in the background. Often that will result in greatly reduced transaction latency, but there also are some cases, especially with workloads that are bigger thanshared_buffers, but smaller than the OS's page cache, where performance might degrade. This setting may have no effect on some platforms. If this value is specified without units, it is taken as blocks, that isBLCKSZbytes, typically 8kB. The valid range is between0, which disables forced writeback, and2MB. The default is256kBon Linux,0elsewhere. (IfBLCKSZis not 8kB, the default and maximum values scale proportionally to it.) This parameter can only be set in thepostgresql.conffile or on the server command line."
checkpoint_warning,integer,"Write a message to the server log if checkpoints caused by the filling of WAL segment files happen closer together than this amount of time (which suggests thatmax_wal_sizeought to be raised). If this value is specified without units, it is taken as seconds. The default is 30 seconds (30s). Zero disables the warning. No warnings will be generated ifcheckpoint_timeoutis less thancheckpoint_warning. This parameter can only be set in thepostgresql.conffile or on the server command line."
max_wal_size,integer,"Maximum size to let the WAL grow during automatic checkpoints. This is a soft limit; WAL size can exceedmax_wal_sizeunder special circumstances, such as heavy load, a failingarchive_commandorarchive_library, or a highwal_keep_sizesetting. If this value is specified without units, it is taken as megabytes. The default is 1 GB. Increasing this parameter can increase the amount of time needed for crash recovery. This parameter can only be set in thepostgresql.conffile or on the server command line."
min_wal_size,integer,"As long as WAL disk usage stays below this setting, old WAL files are always recycled for future use at a checkpoint, rather than removed. This can be used to ensure that enough WAL space is reserved to handle spikes in WAL usage, for example when running large batch jobs. If this value is specified without units, it is taken as megabytes. The default is 80 MB. This parameter can only be set in thepostgresql.conffile or on the server command line."
archive_mode,enum,"Whenarchive_modeis enabled, completed WAL segments are sent to archive storage by settingarchive_commandorarchive_library. In addition tooff, to disable, there are two modes:on, andalways. During normal operation, there is no difference between the two modes, but when set toalwaysthe WAL archiver is enabled also during archive recovery or standby mode. Inalwaysmode, all files restored from the archive or streamed with streaming replication will be archived (again). SeeSection 26.2.9for details.archive_modeis a separate setting fromarchive_commandandarchive_libraryso thatarchive_commandandarchive_librarycan be changed without leaving archiving mode. This parameter can only be set at server start.archive_modecannot be enabled whenwal_levelis set tominimal."
archive_command,string,"The local shell command to execute to archive a completed WAL file segment. Any%pin the string is replaced by the path name of the file to archive, and any%fis replaced by only the file name. (The path name is relative to the working directory of the server, i.e., the cluster's data directory.) Use%%to embed an actual%character in the command. It is important for the command to return a zero exit status only if it succeeds. For more information seeSection 25.3.1.This parameter can only be set in thepostgresql.conffile or on the server command line. It is only used ifarchive_modewas enabled at server start andarchive_libraryis set to an empty string. If botharchive_commandandarchive_libraryare set, an error will be raised. Ifarchive_commandis an empty string (the default) whilearchive_modeis enabled (andarchive_libraryis set to an empty string), WAL archiving is temporarily disabled, but the server continues to accumulate WAL segment files in the expectation that a command will soon be provided. Settingarchive_commandto a command that does nothing but return true, e.g.,/bin/true(REMon Windows), effectively disables archiving, but also breaks the chain of WAL files needed for archive recovery, so it should only be used in unusual circumstances."
archive_library,string,"The library to use for archiving completed WAL file segments. If set to an empty string (the default), archiving via shell is enabled, andarchive_commandis used. If botharchive_commandandarchive_libraryare set, an error will be raised. Otherwise, the specified shared library is used for archiving. The WAL archiver process is restarted by the postmaster when this parameter changes. For more information, seeSection 25.3.1andChapter 49.This parameter can only be set in thepostgresql.conffile or on the server command line."
archive_timeout,integer,"Thearchive_commandorarchive_libraryis only invoked for completed WAL segments. Hence, if your server generates little WAL traffic (or has slack periods where it does so), there could be a long delay between the completion of a transaction and its safe recording in archive storage. To limit how old unarchived data can be, you can setarchive_timeoutto force the server to switch to a new WAL segment file periodically. When this parameter is greater than zero, the server will switch to a new segment file whenever this amount of time has elapsed since the last segment file switch, and there has been any database activity, including a single checkpoint (checkpoints are skipped if there is no database activity). Note that archived files that are closed early due to a forced switch are still the same length as completely full files. Therefore, it is unwise to use a very shortarchive_timeout— it will bloat your archive storage.archive_timeoutsettings of a minute or so are usually reasonable. You should consider using streaming replication, instead of archiving, if you want data to be copied off the primary server more quickly than that. If this value is specified without units, it is taken as seconds. This parameter can only be set in thepostgresql.conffile or on the server command line."
recovery_prefetch,enum,"Whether to try to prefetch blocks that are referenced in the WAL that are not yet in the buffer pool, during recovery. Valid values areoff,onandtry(the default). The settingtryenables prefetching only if the operating system provides theposix_fadvisefunction, which is currently used to implement prefetching. Note that some operating systems provide the function, but it doesn't do anything.Prefetching blocks that will soon be needed can reduce I/O wait times during recovery with some workloads. See also thewal_decode_buffer_sizeandmaintenance_io_concurrencysettings, which limit prefetching activity."
wal_decode_buffer_size,integer,"A limit on how far ahead the server can look in the WAL, to find blocks to prefetch. If this value is specified without units, it is taken as bytes. The default is 512kB."
restore_command,string,"The local shell command to execute to retrieve an archived segment of the WAL file series. This parameter is required for archive recovery, but optional for streaming replication. Any%fin the string is replaced by the name of the file to retrieve from the archive, and any%pis replaced by the copy destination path name on the server. (The path name is relative to the current working directory, i.e., the cluster's data directory.) Any%ris replaced by the name of the file containing the last valid restart point. That is the earliest file that must be kept to allow a restore to be restartable, so this information can be used to truncate the archive to just the minimum required to support restarting from the current restore.%ris typically only used by warm-standby configurations (seeSection 26.2). Write%%to embed an actual%character.It is important for the command to return a zero exit status only if it succeeds. The commandwillbe asked for file names that are not present in the archive; it must return nonzero when so asked. Examples:restore_command = 'cp /mnt/server/archivedir/%f ""%p""'
restore_command = 'copy ""C:\\server\\archivedir\\%f"" ""%p""'  # WindowsAn exception is that if the command was terminated by a signal (other thanSIGTERM, which is used as part of a database server shutdown) or an error by the shell (such as command not found), then recovery will abort and the server will not start up.This parameter can only be set in thepostgresql.conffile or on the server command line."
archive_cleanup_command,string,"This optional parameter specifies a shell command that will be executed at every restartpoint. The purpose ofarchive_cleanup_commandis to provide a mechanism for cleaning up old archived WAL files that are no longer needed by the standby server. Any%ris replaced by the name of the file containing the last valid restart point. That is the earliest file that must bekeptto allow a restore to be restartable, and so all files earlier than%rmay be safely removed. This information can be used to truncate the archive to just the minimum required to support restart from the current restore. Thepg_archivecleanupmodule is often used inarchive_cleanup_commandfor single-standby configurations, for example:archive_cleanup_command = 'pg_archivecleanup /mnt/server/archivedir %r'Note however that if multiple standby servers are restoring from the same archive directory, you will need to ensure that you do not delete WAL files until they are no longer needed by any of the servers.archive_cleanup_commandwould typically be used in a warm-standby configuration (seeSection 26.2). Write%%to embed an actual%character in the command.If the command returns a nonzero exit status then a warning log message will be written. An exception is that if the command was terminated by a signal or an error by the shell (such as command not found), a fatal error will be raised.This parameter can only be set in thepostgresql.conffile or on the server command line."
recovery_end_command,string,"This parameter specifies a shell command that will be executed once only at the end of recovery. This parameter is optional. The purpose of therecovery_end_commandis to provide a mechanism for cleanup following replication or recovery. Any%ris replaced by the name of the file containing the last valid restart point, like inarchive_cleanup_command.If the command returns a nonzero exit status then a warning log message will be written and the database will proceed to start up anyway. An exception is that if the command was terminated by a signal or an error by the shell (such as command not found), the database will not proceed with startup.This parameter can only be set in thepostgresql.conffile or on the server command line."
recovery_target,,"This parameter specifies that recovery should end as soon as a consistent state is reached, i.e., as early as possible. When restoring from an online backup, this means the point where taking the backup ended.Technically, this is a string parameter, but'immediate'is currently the only allowed value."
recovery_target_name,string,This parameter specifies the named restore point (created withpg_create_restore_point()) to which recovery will proceed.
recovery_target_time,timestamp,"This parameter specifies the time stamp up to which recovery will proceed. The precise stopping point is also influenced byrecovery_target_inclusive.The value of this parameter is a time stamp in the same format accepted by thetimestamp with time zonedata type, except that you cannot use a time zone abbreviation (unless thetimezone_abbreviationsvariable has been set earlier in the configuration file). Preferred style is to use a numeric offset from UTC, or you can write a full time zone name, e.g.,Europe/HelsinkinotEEST."
recovery_target_xid,string,"This parameter specifies the transaction ID up to which recovery will proceed. Keep in mind that while transaction IDs are assigned sequentially at transaction start, transactions can complete in a different numeric order. The transactions that will be recovered are those that committed before (and optionally including) the specified one. The precise stopping point is also influenced byrecovery_target_inclusive."
recovery_target_lsn,pg_lsn,This parameter specifies the LSN of the write-ahead log location up to which recovery will proceed. The precise stopping point is also influenced byrecovery_target_inclusive. This parameter is parsed using the system data typepg_lsn.
recovery_target_inclusive,boolean,"Specifies whether to stop just after the specified recovery target (on), or just before the recovery target (off). Applies whenrecovery_target_lsn,recovery_target_time, orrecovery_target_xidis specified. This setting controls whether transactions having exactly the target WAL location (LSN), commit time, or transaction ID, respectively, will be included in the recovery. Default ison."
recovery_target_timeline,string,"Specifies recovering into a particular timeline. The value can be a numeric timeline ID or a special value. The valuecurrentrecovers along the same timeline that was current when the base backup was taken. The valuelatestrecovers to the latest timeline found in the archive, which is useful in a standby server.latestis the default.To specify a timeline ID in hexadecimal (for example, if extracted from a WAL file name or history file), prefix it with a0x. For instance, if the WAL file name is00000011000000A10000004F, then the timeline ID is0x11(or 17 decimal).You usually only need to set this parameter in complex re-recovery situations, where you need to return to a state that itself was reached after a point-in-time recovery. SeeSection 25.3.6for discussion."
recovery_target_action,enum,"Specifies what action the server should take once the recovery target is reached. The default ispause, which means recovery will be paused.promotemeans the recovery process will finish and the server will start to accept connections. Finallyshutdownwill stop the server after reaching the recovery target.The intended use of thepausesetting is to allow queries to be executed against the database to check if this recovery target is the most desirable point for recovery. The paused state can be resumed by usingpg_wal_replay_resume()(seeTable 9.97), which then causes recovery to end. If this recovery target is not the desired stopping point, then shut down the server, change the recovery target settings to a later target and restart to continue recovery.Theshutdownsetting is useful to have the instance ready at the exact replay point desired. The instance will still be able to replay more WAL records (and in fact will have to replay WAL records since the last checkpoint next time it is started).Note that becauserecovery.signalwill not be removed whenrecovery_target_actionis set toshutdown, any subsequent start will end with immediate shutdown unless the configuration is changed or therecovery.signalfile is removed manually.This setting has no effect if no recovery target is set. Ifhot_standbyis not enabled, a setting ofpausewill act the same asshutdown. If the recovery target is reached while a promotion is ongoing, a setting ofpausewill act the same aspromote.In any case, if a recovery target is configured but the archive recovery ends before the target is reached, the server will shut down with a fatal error."
summarize_wal,boolean,"Enables the WAL summarizer process. Note that WAL summarization can be enabled either on a primary or on a standby. This parameter can only be set in thepostgresql.conffile or on the server command line. The default isoff.The server cannot be started withsummarize_wal=onifwal_levelis set tominimal. Ifsummarize_wal=onis configured after server startup whilewal_level=minimal, the summarizer will run but refuse to generate summary files for any WAL generated withwal_level=minimal."
wal_summary_keep_time,integer,"Configures the amount of time after which the WAL summarizer automatically removes old WAL summaries. The file timestamp is used to determine which files are old enough to remove. Typically, you should set this comfortably higher than the time that could pass between a backup and a later incremental backup that depends on it. WAL summaries must be available for the entire range of WAL records between the preceding backup and the new one being taken; if not, the incremental backup will fail. If this parameter is set to zero, WAL summaries will not be automatically deleted, but it is safe to manually remove files that you know will not be required for future incremental backups. This parameter can only be set in thepostgresql.conffile or on the server command line. If this value is specified without units, it is taken as minutes. The default is 10 days. Ifsummarize_wal = off, existing WAL summaries will not be removed regardless of the value of this parameter, because the WAL summarizer will not run."
max_wal_senders,integer,"Specifies the maximum number of concurrent connections from standby servers or streaming base backup clients (i.e., the maximum number of simultaneously running WAL sender processes). The default is10. The value0means replication is disabled. Abrupt disconnection of a streaming client might leave an orphaned connection slot behind until a timeout is reached, so this parameter should be set slightly higher than the maximum number of expected clients so disconnected clients can immediately reconnect. This parameter can only be set at server start. Also,wal_levelmust be set toreplicaor higher to allow connections from standby servers.When running a standby server, you must set this parameter to the same or higher value than on the primary server. Otherwise, queries will not be allowed in the standby server."
max_replication_slots,integer,"Specifies the maximum number of replication slots (seeSection 26.2.6) that the server can support. The default is 10. This parameter can only be set at server start. Setting it to a lower value than the number of currently existing replication slots will prevent the server from starting. Also,wal_levelmust be set toreplicaor higher to allow replication slots to be used.Note that this parameter also applies on the subscriber side, but with a different meaning."
wal_keep_size,integer,"Specifies the minimum size of past WAL files kept in thepg_waldirectory, in case a standby server needs to fetch them for streaming replication. If a standby server connected to the sending server falls behind by more thanwal_keep_sizemegabytes, the sending server might remove a WAL segment still needed by the standby, in which case the replication connection will be terminated. Downstream connections will also eventually fail as a result. (However, the standby server can recover by fetching the segment from archive, if WAL archiving is in use.)This sets only the minimum size of segments retained inpg_wal; the system might need to retain more segments for WAL archival or to recover from a checkpoint. Ifwal_keep_sizeis zero (the default), the system doesn't keep any extra segments for standby purposes, so the number of old WAL segments available to standby servers is a function of the location of the previous checkpoint and status of WAL archiving. If this value is specified without units, it is taken as megabytes. This parameter can only be set in thepostgresql.conffile or on the server command line."
max_slot_wal_keep_size,integer,"Specify the maximum size of WAL files thatreplication slotsare allowed to retain in thepg_waldirectory at checkpoint time. Ifmax_slot_wal_keep_sizeis -1 (the default), replication slots may retain an unlimited amount of WAL files. Otherwise, if restart_lsn of a replication slot falls behind the current LSN by more than the given size, the standby using the slot may no longer be able to continue replication due to removal of required WAL files. You can see the WAL availability of replication slots inpg_replication_slots. If this value is specified without units, it is taken as megabytes. This parameter can only be set in thepostgresql.conffile or on the server command line."
wal_sender_timeout,integer,"Terminate replication connections that are inactive for longer than this amount of time. This is useful for the sending server to detect a standby crash or network outage. If this value is specified without units, it is taken as milliseconds. The default value is 60 seconds. A value of zero disables the timeout mechanism.With a cluster distributed across multiple geographic locations, using different values per location brings more flexibility in the cluster management. A smaller value is useful for faster failure detection with a standby having a low-latency network connection, and a larger value helps in judging better the health of a standby if located on a remote location, with a high-latency network connection."
track_commit_timestamp,boolean,Record commit time of transactions. This parameter can only be set inpostgresql.conffile or on the server command line. The default value isoff.
synchronized_standby_slots,string,"A comma-separated list of streaming replication standby server slot names that logical WAL sender processes will wait for. Logical WAL sender processes will send decoded changes to plugins only after the specified replication slots confirm receiving WAL. This guarantees that logical replication failover slots do not consume changes until those changes are received and flushed to corresponding physical standbys. If a logical replication connection is meant to switch to a physical standby after the standby is promoted, the physical replication slot for the standby should be listed here. Note that logical replication will not proceed if the slots specified in thesynchronized_standby_slotsdo not exist or are invalidated. Additionally, the replication management functionspg_replication_slot_advance,pg_logical_slot_get_changes, andpg_logical_slot_peek_changes, when used with logical failover slots, will block until all physical slots specified insynchronized_standby_slotshave confirmed WAL receipt.The standbys corresponding to the physical replication slots insynchronized_standby_slotsmust configuresync_replication_slots = trueso they can receive logical failover slot changes from the primary."
synchronous_standby_names,string,"Specifies a list of standby servers that can supportsynchronous replication, as described inSection 26.2.8. There will be one or more active synchronous standbys; transactions waiting for commit will be allowed to proceed after these standby servers confirm receipt of their data. The synchronous standbys will be those whose names appear in this list, and that are both currently connected and streaming data in real-time (as shown by a state ofstreamingin thepg_stat_replicationview). Specifying more than one synchronous standby can allow for very high availability and protection against data loss.The name of a standby server for this purpose is theapplication_namesetting of the standby, as set in the standby's connection information. In case of a physical replication standby, this should be set in theprimary_conninfosetting; the default is the setting ofcluster_nameif set, elsewalreceiver. For logical replication, this can be set in the connection information of the subscription, and it defaults to the subscription name. For other replication stream consumers, consult their documentation.This parameter specifies a list of standby servers using either of the following syntaxes:[FIRST]num_sync(standby_name[, ...] )
ANYnum_sync(standby_name[, ...] )standby_name[, ...]wherenum_syncis the number of synchronous standbys that transactions need to wait for replies from, andstandby_nameis the name of a standby server.FIRSTandANYspecify the method to choose synchronous standbys from the listed servers.The keywordFIRST, coupled withnum_sync, specifies a priority-based synchronous replication and makes transaction commits wait until their WAL records are replicated tonum_syncsynchronous standbys chosen based on their priorities. For example, a setting ofFIRST 3 (s1, s2, s3, s4)will cause each commit to wait for replies from three higher-priority standbys chosen from standby serverss1,s2,s3ands4. The standbys whose names appear earlier in the list are given higher priority and will be considered as synchronous. Other standby servers appearing later in this list represent potential synchronous standbys. If any of the current synchronous standbys disconnects for whatever reason, it will be replaced immediately with the next-highest-priority standby. The keywordFIRSTis optional.The keywordANY, coupled withnum_sync, specifies a quorum-based synchronous replication and makes transaction commits wait until their WAL records are replicated toat leastnum_synclisted standbys. For example, a setting ofANY 3 (s1, s2, s3, s4)will cause each commit to proceed as soon as at least any three standbys ofs1,s2,s3ands4reply.FIRSTandANYare case-insensitive. If these keywords are used as the name of a standby server, itsstandby_namemust be double-quoted.The third syntax was used beforePostgreSQLversion 9.6 and is still supported. It's the same as the first syntax withFIRSTandnum_syncequal to 1. For example,FIRST 1 (s1, s2)ands1, s2have the same meaning: eithers1ors2is chosen as a synchronous standby.The special entry*matches any standby name.There is no mechanism to enforce uniqueness of standby names. In case of duplicates one of the matching standbys will be considered as higher priority, though exactly which one is indeterminate.NoteEachstandby_nameshould have the form of a valid SQL identifier, unless it is*. You can use double-quoting if necessary. But note thatstandby_names are compared to standby application names case-insensitively, whether double-quoted or not.If no synchronous standby names are specified here, then synchronous replication is not enabled and transaction commits will not wait for replication. This is the default configuration. Even when synchronous replication is enabled, individual transactions can be configured not to wait for replication by setting thesynchronous_commitparameter tolocaloroff.This parameter can only be set in thepostgresql.conffile or on the server command line."
primary_conninfo,string,"Specifies a connection string to be used for the standby server to connect with a sending server. This string is in the format described inSection 32.1.1. If any option is unspecified in this string, then the corresponding environment variable (seeSection 32.15) is checked. If the environment variable is not set either, then defaults are used.The connection string should specify the host name (or address) of the sending server, as well as the port number if it is not the same as the standby server's default. Also specify a user name corresponding to a suitably-privileged role on the sending server (seeSection 26.2.5.1). A password needs to be provided too, if the sender demands password authentication. It can be provided in theprimary_conninfostring, or in a separate~/.pgpassfile on the standby server (usereplicationas the database name).For replication slot synchronization (seeSection 47.2.3), it is also necessary to specify a validdbnamein theprimary_conninfostring. This will only be used for slot synchronization. It is ignored for streaming.This parameter can only be set in thepostgresql.conffile or on the server command line. If this parameter is changed while the WAL receiver process is running, that process is signaled to shut down and expected to restart with the new setting (except ifprimary_conninfois an empty string). This setting has no effect if the server is not in standby mode."
primary_slot_name,string,"Optionally specifies an existing replication slot to be used when connecting to the sending server via streaming replication to control resource removal on the upstream node (seeSection 26.2.6). This parameter can only be set in thepostgresql.conffile or on the server command line. If this parameter is changed while the WAL receiver process is running, that process is signaled to shut down and expected to restart with the new setting. This setting has no effect ifprimary_conninfois not set or the server is not in standby mode."
hot_standby,boolean,"Specifies whether or not you can connect and run queries during recovery, as described inSection 26.4. The default value ison. This parameter can only be set at server start. It only has effect during archive recovery or in standby mode."
max_standby_archive_delay,integer,"When hot standby is active, this parameter determines how long the standby server should wait before canceling standby queries that conflict with about-to-be-applied WAL entries, as described inSection 26.4.2.max_standby_archive_delayapplies when WAL data is being read from WAL archive (and is therefore not current). If this value is specified without units, it is taken as milliseconds. The default is 30 seconds. A value of -1 allows the standby to wait forever for conflicting queries to complete. This parameter can only be set in thepostgresql.conffile or on the server command line.Note thatmax_standby_archive_delayis not the same as the maximum length of time a query can run before cancellation; rather it is the maximum total time allowed to apply any one WAL segment's data. Thus, if one query has resulted in significant delay earlier in the WAL segment, subsequent conflicting queries will have much less grace time."
max_standby_streaming_delay,integer,"When hot standby is active, this parameter determines how long the standby server should wait before canceling standby queries that conflict with about-to-be-applied WAL entries, as described inSection 26.4.2.max_standby_streaming_delayapplies when WAL data is being received via streaming replication. If this value is specified without units, it is taken as milliseconds. The default is 30 seconds. A value of -1 allows the standby to wait forever for conflicting queries to complete. This parameter can only be set in thepostgresql.conffile or on the server command line.Note thatmax_standby_streaming_delayis not the same as the maximum length of time a query can run before cancellation; rather it is the maximum total time allowed to apply WAL data once it has been received from the primary server. Thus, if one query has resulted in significant delay, subsequent conflicting queries will have much less grace time until the standby server has caught up again."
wal_receiver_create_temp_slot,boolean,"Specifies whether the WAL receiver process should create a temporary replication slot on the remote instance when no permanent replication slot to use has been configured (usingprimary_slot_name). The default is off. This parameter can only be set in thepostgresql.conffile or on the server command line. If this parameter is changed while the WAL receiver process is running, that process is signaled to shut down and expected to restart with the new setting."
wal_receiver_status_interval,integer,"Specifies the minimum frequency for the WAL receiver process on the standby to send information about replication progress to the primary or upstream standby, where it can be seen using thepg_stat_replicationview. The standby will report the last write-ahead log location it has written, the last position it has flushed to disk, and the last position it has applied. This parameter's value is the maximum amount of time between reports. Updates are sent each time the write or flush positions change, or as often as specified by this parameter if set to a non-zero value. There are additional cases where updates are sent while ignoring this parameter; for example, when processing of the existing WAL completes or whensynchronous_commitis set toremote_apply. Thus, the apply position may lag slightly behind the true position. If this value is specified without units, it is taken as seconds. The default value is 10 seconds. This parameter can only be set in thepostgresql.conffile or on the server command line."
hot_standby_feedback,boolean,"Specifies whether or not a hot standby will send feedback to the primary or upstream standby about queries currently executing on the standby. This parameter can be used to eliminate query cancels caused by cleanup records, but can cause database bloat on the primary for some workloads. Feedback messages will not be sent more frequently than once perwal_receiver_status_interval. The default value isoff. This parameter can only be set in thepostgresql.conffile or on the server command line.If cascaded replication is in use the feedback is passed upstream until it eventually reaches the primary. Standbys make no other use of feedback they receive other than to pass upstream."
wal_receiver_timeout,integer,"Terminate replication connections that are inactive for longer than this amount of time. This is useful for the receiving standby server to detect a primary node crash or network outage. If this value is specified without units, it is taken as milliseconds. The default value is 60 seconds. A value of zero disables the timeout mechanism. This parameter can only be set in thepostgresql.conffile or on the server command line."
wal_retrieve_retry_interval,integer,"Specifies how long the standby server should wait when WAL data is not available from any sources (streaming replication, localpg_walor WAL archive) before trying again to retrieve WAL data. If this value is specified without units, it is taken as milliseconds. The default value is 5 seconds. This parameter can only be set in thepostgresql.conffile or on the server command line.This parameter is useful in configurations where a node in recovery needs to control the amount of time to wait for new WAL data to be available. For example, in archive recovery, it is possible to make the recovery more responsive in the detection of a new WAL file by reducing the value of this parameter. On a system with low WAL activity, increasing it reduces the amount of requests necessary to access WAL archives, something useful for example in cloud environments where the number of times an infrastructure is accessed is taken into account.In logical replication, this parameter also limits how often a failing replication apply worker will be respawned."
recovery_min_apply_delay,integer,"By default, a standby server restores WAL records from the sending server as soon as possible. It may be useful to have a time-delayed copy of the data, offering opportunities to correct data loss errors. This parameter allows you to delay recovery by a specified amount of time. For example, if you set this parameter to5min, the standby will replay each transaction commit only when the system time on the standby is at least five minutes past the commit time reported by the primary. If this value is specified without units, it is taken as milliseconds. The default is zero, adding no delay.It is possible that the replication delay between servers exceeds the value of this parameter, in which case no delay is added. Note that the delay is calculated between the WAL time stamp as written on primary and the current time on the standby. Delays in transfer because of network lag or cascading replication configurations may reduce the actual wait time significantly. If the system clocks on primary and standby are not synchronized, this may lead to recovery applying records earlier than expected; but that is not a major issue because useful settings of this parameter are much larger than typical time deviations between servers.The delay occurs only on WAL records for transaction commits. Other records are replayed as quickly as possible, which is not a problem because MVCC visibility rules ensure their effects are not visible until the corresponding commit record is applied.The delay occurs once the database in recovery has reached a consistent state, until the standby is promoted or triggered. After that the standby will end recovery without further waiting.WAL records must be kept on the standby until they are ready to be applied. Therefore, longer delays will result in a greater accumulation of WAL files, increasing disk space requirements for the standby'spg_waldirectory.This parameter is intended for use with streaming replication deployments; however, if the parameter is specified it will be honored in all cases except crash recovery.hot_standby_feedbackwill be delayed by use of this feature which could lead to bloat on the primary; use both together with care.WarningSynchronous replication is affected by this setting whensynchronous_commitis set toremote_apply; everyCOMMITwill need to wait to be applied.This parameter can only be set in thepostgresql.conffile or on the server command line."
sync_replication_slots,boolean,It enables a physical standby to synchronize logical failover slots from the primary server so that logical subscribers can resume replication from the new primary server after failover.It is disabled by default. This parameter can only be set in thepostgresql.conffile or on the server command line.
max_replication_slots,integer,"Specifies how many replication origins (seeChapter 48) can be tracked simultaneously, effectively limiting how many logical replication subscriptions can be created on the server. Setting it to a lower value than the current number of tracked replication origins (reflected inpg_replication_origin_status) will prevent the server from starting.max_replication_slotsmust be set to at least the number of subscriptions that will be added to the subscriber, plus some reserve for table synchronization.Note that this parameter also applies on a sending server, but with a different meaning."
max_logical_replication_workers,integer,"Specifies maximum number of logical replication workers. This includes leader apply workers, parallel apply workers, and table synchronization workers.Logical replication workers are taken from the pool defined bymax_worker_processes.The default value is 4. This parameter can only be set at server start."
max_sync_workers_per_subscription,integer,"Maximum number of synchronization workers per subscription. This parameter controls the amount of parallelism of the initial data copy during the subscription initialization or when new tables are added.Currently, there can be only one synchronization worker per table.The synchronization workers are taken from the pool defined bymax_logical_replication_workers.The default value is 2. This parameter can only be set in thepostgresql.conffile or on the server command line."
max_parallel_apply_workers_per_subscription,integer,Maximum number of parallel apply workers per subscription. This parameter controls the amount of parallelism for streaming of in-progress transactions with subscription parameterstreaming = parallel.The parallel apply workers are taken from the pool defined bymax_logical_replication_workers.The default value is 2. This parameter can only be set in thepostgresql.conffile or on the server command line.
enable_async_append,boolean,Enables or disables the query planner's use of async-aware append plan types. The default ison.
enable_bitmapscan,boolean,Enables or disables the query planner's use of bitmap-scan plan types. The default ison.
enable_gathermerge,boolean,Enables or disables the query planner's use of gather merge plan types. The default ison.
enable_group_by_reordering,boolean,"Controls if the query planner will produce a plan which will provideGROUP BYkeys sorted in the order of keys of a child node of the plan, such as an index scan. When disabled, the query planner will produce a plan withGROUP BYkeys only sorted to match theORDER BYclause, if any. When enabled, the planner will try to produce a more efficient plan. The default value ison."
enable_hashagg,boolean,Enables or disables the query planner's use of hashed aggregation plan types. The default ison.
enable_hashjoin,boolean,Enables or disables the query planner's use of hash-join plan types. The default ison.
enable_incremental_sort,boolean,Enables or disables the query planner's use of incremental sort steps. The default ison.
enable_indexscan,boolean,Enables or disables the query planner's use of index-scan and index-only-scan plan types. The default ison. Also seeenable_indexonlyscan.
